,ownerID,expDescription,4,8,10,11,19,school
0,356,i joined the greek system during my sophomore year as a way to meet more people in the penn state community  i came away with new social skills and appreciation for philanthropy in addition to friends  pi phi was the gateway to involvement in other opportunities in the community specifically thon and our literacy campaign  additionally i had the opportunity to serve on our communications committee  ,0,0,0,1,0,psu
1,356,thon is the largest run student philanthropy in the world and i am lucky to have been able to experience the  hour dance marathon first hand  during my freshman year i was able to spend time with thon children during the student athlete carnival and be on the floor with the dancers both of which were an amazing experience   sophomore year i got involved through my sorority and spent  of the  hours in the bryce jordan center most memorably the final  hours  hearing the stories of thon families and what an impact students are able to make in their daily lives was inspiring and opened my eyes to the incredible difference philanthropic endeavors can make,0,0,0,0,0,psu
2,356,i have been a waitress at the tavern a state college staple for three and a half years  during my time as a waitress ive learned to work under pressure and solve problems in stressful situations  additionally communication is a key part of success and ive had the opportunity to work and communicate with people from all walks of life which has been a great experience ,0,1,1,0,0,psu
3,2485,while playing soccer has always been a fun way for me to spend my time it wasnt something that was everyday for me after college began going from playing varsity soccer for four years in high school to nothing was somewhat of a shock factor my freshmen year i got over my shyness and asked some floormates to be on an im team with me we still play every fall and a couple of the girls have become my best friends being part of a recreational team helps me better stay on schedule and helps me to be a better teammate and friend working together in sports or a classroom setting is essentially the same because it pushes an individual towards being part of something bigger ,0,0,0,1,0,psu
4,2453,test entry,1,0,0,0,0,psu
5,2485,i remember being shy and scared as a freshman so when i received an email about being a welcome crew member my junior year i jumped at the chance to take it by being a member of the welcome crew i helped freshmen students move into their dorms in east halls i gave students general tours of the penn state campus and downtown area and i answered questions students and parents had about penn state i made people feel better connected to the school and more welcome in general this experience helped me become a leader and helped me become more aware of how i can play a major role in someone elses life it was a cool experience to give back to others what penn state has given to me ,0,0,1,0,0,psu
6,2786,i voluntarily worked with local universities students in beijing on the intercultural project named deep into china  the project helped foreigners from  countries to know more about chinese cultural i worked on introducing the music culture of china particularly the presentation as well as the performance have made a few foreigners  interested in learning more,0,1,1,0,0,psu
7,2786,i volunteered as a assistant teacher in huaxia chinese school from august   to may   as an assistant teacher i developed my conversation and management skills i also improved the class quality by recording and managing class feedbacks  i discovered a quicker way to solve problems is to listen patiently,0,0,0,0,0,psu
8,2786,i am the pennsylvania prolife  oratory contest champion of  i am very proud of my accomplishment as a foreigner who learned english only for  years  my confidence and speech skills were highly marked by the judges,0,1,0,0,0,psu
9,2786,as a freshman at state college i received an internship offer from surge business development i have learned website development search engine optimization and currently i am work on connecting project with two college fraternities to help to improve the local community the website for this project is as follow httpsmutualsitewordpresscom,1,0,0,1,0,psu
10,2485,finding your path is a discussion group i run as an extension of the unitarian universalist student group that im the vice president of we meet each thursday and create a stressfree atmosphere of free discussion and open communication we talk about topics ranging from aliens to family and community to heartbreak to even body image we talk about what matters to students sometimes i dont agree with what others say or dont like a particular topic but this experience has really taught me to value other opinions learn from others and understand myself at a whole other level something beyond myself ,1,0,0,0,0,psu
11,2485,as part of the college democrats i was asked to volunteer for the tom wolf for governor campaign and the elizabeth goreham for mayor campaign in both i was responsible for calling local voters and reminding them to vote registering students to vote and canvassing and knocking on doors in the neighboring communities it was a lot of hard work and while i didnt initially think id enjoy all of that busy work i was extremely happy and proud of myself when they both won it felt like i made a difference in the community and learned the value of hard work ethic and effort ,0,0,0,1,0,psu
12,2485,if you dont know thon or penn state dance marathon is the biggest studentrun philanthropy in the world raising over  million for childhood cancer since its start the cause is important to the majority of penn state students and community members by being part of a thon canning trip i was able to put things in perspective seeing the hope and magic that kids with cancer have made me realize that everything little i think of as tragic is really nothing in the larger scheme of things when i received my first  bill from canning i remember thats when i realized the magic that this cause creates it helped me realize the selflessness that some individuals live their life through encouraging me to do the same i realized that were all in this together through campaigns causes or just life in general there are always going to be people that care and i like that idea,0,0,0,1,0,psu
13,2485,taking advantage of parents weekend at penn state the marketing interns at live it crafted a qa event for students and parents to ask questions about psu the creation of this event from the organization of tasks to the actual event itself taught me how to be a better teamworker the responsibility of the individuals part and how to better plan an event like this in the future i learned to always give setup more time than youd expect would be needed always have a backup plan for your backup plan and always make sure you run through an event entirely beforehand just to work out any kinks in real life i hope to work in communications where event planning is critical the skills i learn through the events im part of as a live it intern will build a foundation for when im in the real world ,1,1,0,1,0,psu
14,2485,considering there have been three fatalities resulting from collisions crossing atherton street since  one of my classes decided to sponsor a campaign for traffic and pedestrian safety in state college on wednesday october  we stood at the corner of atherton and park handing out flyers to pedestrians and bikers we received  responses on our survey and we analyzed and learned why people who use that crossway frequently think these collisions occur and how we can better prevent them using this data to decide how to communicate our campaign we were able to create a clear message and were published in onward state the cdt and state college magazine my participation in this event including educating pedestrians about the fatalities and reaching out to the media and the news was great for whatever future career i choose to do working on reallife campaigns and making people care about a cause is fulfilling and enriching i learned a lot about how to communicate to a public how to keep their interest and how to educate them,0,0,0,1,0,psu
15,2485,the live it card is one of the best things in state college that a parent can give to their child ensuring its users a live it experience it can be used like a gift card or credit card when i learned that india pavilion was now a live it retailer i got my friend a previous live it intern to scout out the food with me having only been to kaarma for indian food i wasnt sure id like it turns out i like it better i went between  and  and tried the delicious allyoucan eat buffet the ambiance was incredible the inside of the restaurant appearing culturally accurate and the food tasting delicious this experience has encouraged me to continue to try new things in the future and have fun with what i eat,1,0,0,0,0,psu
16,2568,during my experience as a zero waste ambassador i had an opportunity to explore my passion for environmental sustainability by promoting and educating people about the importance of living a greener and less wasteful lifestyle during penn state football games i volunteered at the beaver stadium suites to inform people about penn states sustainability efforts during game days our goal for this initiative was to decrease the amount of waste produced by reminding people to reduce and reuse their cutlery as much as possible and to recycle appropriately by working together we sparked a broader conversation which persuaded people to become more selfaware of the waste producednbsp,1,0,0,0,0,psu
17,2568,i had a chance to volunteer at pennrsquos valley elementary school and collaborate with kpmg and beta alpha psi to improve the quality of education for children in lowincome families through its partnership with the national nonprofit organization first book moreover i got a better understanding of kpmgs mission to incorporate philanthropic services into their business models this opportunity brought to life the many ways in which communities and businesses can work together for the betterment of society,0,0,1,0,0,psu
18,2568,i am attracted by the beauty of simplicity i am still learning how to balance being straightforward and a minimalist in situations that allow me to be one of my favorite quotes is by hans hofmann who said the ability to simplify means to eliminate the unnecessary to that the necessary may speak what i admire about entrepreneurship and startups is the mindset to solve problems and to achieve efficiency in my entrepreneuship class i had the opportunity to work in a group to execute an idea called karpool the idea is simple you can carpool with people who are headed the same way you are the goal is to create a more sustainable alternative to driving and an easier way to get to point a to point b working with  others on this project was difficult because i could tell they were not passionate about this idea which made it difficult to improve additionally we all had differing opinions on how it should work how it should be priced what the app should look like etc as challenging as it was i learned about negotiation and collaboration and the true meaning of innovation inbsp learned that innovation is not about the finding the perfect answer its about how you arrive to the best possible answer and working together to improve it that means there are nonbspegos allowed ill admit i can be stubborn so working on this project gave me a little taste of what it takes to make an idea come to lifenbsp,1,1,0,1,0,psu
19,2568,this experience allowed me to understand the value of collaboration team work and critical thinking i worked with a team of  students to developing ldquostrategic sustainabilityrdquo assessment and planning efforts within the college of education coe i also had an opportunity to collaborate with the faculty members from the coe and to help develop a comprehensive evaluation for penn statersquos sustainability institute,0,1,0,1,0,psu
20,2756,paws of friendship is a club on campus that raises money to buy stuffed animals for underprivileged children on other countries in  we also contributed to raising money for penn states  thon for children with pediatric cancer we put together a bake sale selling cookies brownies and the alike to penn state students and locals on april  i was in charge of helping bake the goods and stand at our table at the corner room for  hours along with fellow club members by doing this i enhanced my creative skills because i had to prepare myself to speak with students and locals who were passing by our table i met some really nice people while i was working at the table and it was a great experience communicating with other students and locals i also enhanced my team working skills during this bake sale because my team and i had to figure out what would be the best approach to sell these baked goods and what we needed to get done to reach our goals for the bake sale,1,0,0,1,0,psu
21,2756,as a member of phi eta sigma it is recommended to do community service and be an active member so every month we go on a trip to the oaks retirement home to spend time with the elderly there and play games with them for an hour while we are there we get to interact with the elderly and listen to their life stories by doing this i enhance my adaptability skills because i wouldnt talk to them like i would talk to my friends and i wouldnt use the same tone im sitting in a place thats vastly different from the college atmosphere so i have to adapt to the changes and make sure that i am presenting myself in a way that is good for the elderly as well as myself this also ties in with emotional intelligence im very open to new ideas and the ideas of the elderly and i always find myself learning something new when i visit the oaks retirement home i will continue to spend time with them because i love discovering new things and experiencing new heights with people ,0,0,1,0,0,psu
22,2756,in the summer of  i was hired to work in the college of ist as a teaching assistant at the  itech academy before starting i was taught how to instruct students about how to program using java and robotics i was also taught how to come up with activities for the students when the instructor was planning out the day schedule for them once the camp started i learned how to do even more than that i was in charge of signing in students as they came to the camp in the morning watching over them during instruction activities and tours and keeping them engaged at the camp when things slowed down i was even in charge of helping the students program when they got stuck or had a bug in their code to do this i had to have critical thinking and problem solving skills when a student had no background in java it took a lot of patience and knowledge to help them through a bump in the road im glad that i had the opportunity to work with the university,0,1,1,1,0,psu
23,2756,for phi eta sigma we scheduled to go canning for penn states  thon we went to cranberry county and for the weekend from  am to  pm my group and i stood on the corners of stoplight intersections and collected money it was a very rewarding experience as well as a really fun one we had to be creative and have good sustainability while we were canning because if someone didnt know what thon was we had to make sure to describe it in a way that would get locals attention and get them to want to donate to our cause we had to keep an inviting smile on our faces as well to draw in peoples attention in a way this engaged the community because if someone saw another make a donation they were more willing to make a donation as well i really enjoyed the trip because i knew that the money was going towards a good cause and its always good to give back to others even if you dont know them,1,0,0,1,0,psu
24,2752,i volunteered at the cpt brian faunce golf outing to appropriately remember a penn state alumni who gave his life in defense of our country  my fellow army rotc cadets and i managed the events and activities at the golf outing n order to raise money for the family of our fallen comrade  ,0,0,0,1,0,psu
25,2752,my army rotc battalion spent the weekend away from campus for leadership training  i was placed in various leadership roles in this exercise in order to prepare for my commissioning date in   i led small units in battle drills and key leader engagements  i planed missions and developed strategies to lead my team to success in various missions throughout the weekend,0,1,1,1,0,psu
26,2752,i lead a group of three freshmen in army rotcs pathfinder mentorship program  i help them adjust to both college life and the life of an army rotc cadet  i help these young cadets set goals for each semester and i strive to help them to achieve their goals as well  i counsel these cadets if they stray off course and i encourage them to reach their full potential within the rotc program  ,0,1,1,1,0,psu
27,2752,i spent the summer at san diego state university in order to learn the russian language  over the course of three months i took  credits of russian and i left san diego with an intermediate level skill set in reading writing and speaking russian  in the program i spoke with native russian speakers every day and i participated in cultural activities twice a week  in these cultural activities we did everything from watching russian tv shows to eating at authentic russian restaurants and touring old soviet submarines,1,0,1,0,0,psu
28,2752,i volunteered to work in the emergency operations center during thon  my team and i analyzed social media and other open source intelligence in order to maintain a safe environment for the dancers at thon  ,1,1,1,1,0,psu
29,356,as an art history minor ive spent a lot of time in the palmer museum of art  as part of a final project for my modern art course we had to plan an exhibition for the following semester  creativity was key as was organization and planning  it was a great experience and very cool to see our hard work on display,1,0,0,0,0,psu
30,2752,i spent the day at deloittes office in pittsburgh to practice case simulations  my team and i practiced outofthebox thinking in order to solve the clients needs in our case simulations  at the end of each simulation we presented our thoughts and ideas to our peers and to the professionals at deloitte  ,1,1,1,1,0,psu
31,2752,at surge business development i help clients start and grow their businesses by designing websites doing search engine optimization and running social media campaigns  ,1,1,1,1,0,psu
32,2752,i organized a team and traveled to washington dc to participate in the army ten miler  we didt win the race but we still had fun running in our nations capital ,0,0,0,1,0,psu
33,356,during my sophomore year i got involved with autism speaks and helped with the annual  run in the spring   working with other girls in my sorority we were in charge of race day prep assigning numbers to runners and morale,0,0,0,1,0,psu
34,356,i helped organize the special olympics event held at mccoy natatorium my freshman year i also volunteered throughout the session and was able to meet and work with some incredible people it was great to be able to give back and this experience helped build my interest in philanthropy ,0,0,0,0,0,psu
35,356,i had always liked the idea of hiking and experiencing nature but never actually followed through until this past fall  i took a risk and chose one of the more difficult paths in rothrock state forest  i learned how much i truly enjoy the peacefulness of hiking and the ability to take in pennsylvanias natural beauty ,0,0,0,0,0,psu
36,356,every year the greek community at penn state splits into teams of three organization and puts together a shortened version  minutes of a famous musical  the winner receives a donation to their national philanthropy and gets to preform at thon  my sophomore year i designed our sets for grease and had a great experience working with my sisters and stretching my creativity,1,0,0,1,0,psu
37,332,my main responsibility with the performing arts council the umbrella organization for all of the performing arts groups at penn state is to serve as the a cappellavoice genre marshal however since i have experiences in marketing i was asked to help create positions for a marketing team and conduct interviews with the vice president and president through the interview process i was able to utilize my marketing knowledge to ask the appropriate questions and select the best candidates for each position and it also gave me an opportunity to make observations on the other side of the table and make note of what interviewers may be looking for in their candidates ,0,0,0,1,0,psu
38,2789,in a two hour session with the head of marketing at nestle tom buday i learned a variety of marketing insights tom buday was able to provide from his decades of experience in the professional world from brand personality to new digital media tom emphasizes the core fundamentals of marketing yet states that new advance in technology requires marketers to constantly evolve their strategy ,1,0,0,0,0,psu
39,2789,id a culturally driven theater piece performed at penn states downtown theater tackles the ongoing conflicts among cultures across the us through the depiction of the major unrest among young african american males and law enforcement officers id encourages the audience to reflect on their own cultural situation the play teaches the audience that through only self understanding and acceptance can we truly break the barriers of race and culture,0,0,1,0,0,psu
40,332,one of the best parts about interning for live it is that we often receive handson opportunities to utilize and develop our skills for parents weekend this year i was charged with planning a qa session with engaged students for the visiting parents  this process involved working with a team to secure location ensure that all the materials needed for the event including refreshments decorations and informational materials were prepared and recruiting two engaged students and working with them to produce a cohesive presentation the planning process was definitely a challenge and the event has a few hiccups but it helped me realize what needed to be done better in future event planning opportunities and allowed me to learn how to work and communicate with a team in an effective and efficient way ,0,1,0,1,0,psu
41,2789,while not a professional event managing and captaining a intramural football team has taught me many skills needed of a successful manager and problem solver from recruiting and organizing players to devising and teaching a constantly changing strategy i have challenged myself to created the best possible team from players with little to no experience in varsity level football,1,1,0,1,0,psu
42,332,last year i was faced with a tough situation my a cappella group the coda conduct was planning to compete in the international championship of collegiate a cappella but suddenly lost two members and even our musical director the situation seemed dire but as the president it was my job to talk to the rest of the group members and decide whether this was a risk we could take after an entire week of discussion and sleepless nights we decided that with excellent teamwork and hard work we could do it   the next few months were grueling and things got stressful very quickly the preparations forced everyone to be emotionally intelligent creative teachable and most importantly collaborative    and the result we were crowned the champion of the midatlantic quarterfinals and won two of the three special awards of the night our hard work definitely paid off ,1,1,1,1,0,psu
43,332,the penn state ifcpanhellenic dance marathon is a yearlong effort to raise awareness and funds to contribute to the fight against pediatric cancer as a dancer relations committee member for thon  i was paired with a dancer who would be standing for  hours during thon weekend in february my job was to provide emotional and physical support to my dancer and ensure that she stayed healthy throughout the weekend since she was not able to sleep or sit for  hours there were moments when unpredictable events took place or things became very emotional and it became my job to stay adaptable and emotionally intelligent to help her feel that she was making a genuine difference in the lives of children fighting cancer overall thon weekend felt magical and i feel that my dancer and i became good friends through the experience,0,0,1,1,0,psu
44,2789,though nearly  hours of non stop dance penn state students help raise millions of dollars to contribute to the battle against pediatric cancer organizations and groups from all parts of campus gather together to fight for a common cause in the many months leading to the dance marathon students rush to obtain as much money in donations as possible to support this event,0,0,0,1,0,psu
45,332,as a part of the presidential leadership academy we get to enjoy wonderful perks such as going on free trips last spring break we embarked on a cultural journey to puerto rico where we visited the governors mansion learned how to dance the flamingo stuffed ourselves with delectable puerto rican cuisine visited historic sites and learned about the puerto rican government it was an eyeopening experience that taught me that although puerto rico may be a us territory it takes pride in and preserves its original culture ,1,1,1,0,0,psu
46,332,traveling to haiti was one of the most rewarding and eyeopening experiences ive had in my life prior to traveling to haiti i didnt know much about the country all i knew came from the news focusing on the pain the country suffered due to the series of earthquakes however when i arrived in haiti i realized that haiti was more than just a destination for aid the passion that haitians have for their country and their desire to rebuild it with their own hands is evident all of them were willing to learn and work hard and i was blessed enough to get to know many of them on a personal level through the english class i organized and taught during my time in haiti my experience taught me that there is always more than what meets the eye and the only way to get to know a country is through handson experiences interacting and living with the locals living the way they live ,1,0,1,1,0,psu
47,332,lion ambassadors are in charge of organizing multiple events that are open to the public such as the old main open house and guard the lion shrine as the marketing subhead for guard the lion shrine i was responsible for producing and disseminating marketing material including flyers and news releases to the community and news outlets since state college is a relatively big community i needed to work with a team closely to make sure that the event was widely publicized which motivated us to be creative and innovative in terms of how we were reaching our audience   the event was a success and we had a wonderful experience working together,1,1,0,1,0,psu
48,2789,in a two hour performance of modern jazz ranging from the early  to a piece just composed by a member of the orchestra jazz at lincoln center recreate an era of music for those who lived then and introduces a type of music uncommon today to everyone else the free style and rhythmic nature of jazz is truly an art form that can only be appreciated to its full extent when performed by legendary artists such as wynton marsalis,1,0,0,0,0,psu
49,2789,in likely one of the most competitive track clubs in the united states ive learned a lot on how to conduct myself as a representative of a school and also as an athlete often competing against division  and  athletes it was a test to my confidence and adaptability to new challenges,0,0,1,0,0,psu
50,2789,in a three day event where companies from all around the country come to penn states bryce jordan center to recruit potential students students must prepare accordantly to gain the attention of their desired company through research and campus involvement,0,0,0,0,0,psu
51,2789,for entering minority students at penn state fast start pairs them with an on campus mentor to help with the college transition and available opportunities in weekly meetings with mentors and frequent professional development events students are able to learn invaluable skills in advance ,0,0,0,1,0,psu
52,2787,during the ist career fair this semester i met with corporate recruiters networked and explored career opportunities with companies that work with penn state to employ graduates at the fair i talked with many representatives and gained important knowledge to further develop my resume and professional selfbranding,0,0,0,0,0,psu
53,2787,back at psu abington my rotc company and i assisted in hosting a schoolwide blood drive with the american red cross my company and i helped organizing and run the event and in addition many of us myself included signed up to donate blood ourselves,0,0,0,1,0,psu
54,2787,in my  class i lead my team of  istsra students in developing a transfer pricing dashboard to present to vertex incs cfo and senior enterprise architect over the semester we communicated closely with our client through email and weekly conference calls as well as working with the other two student teams working with vertex for the semester at the end a teammate and i presented our final deliverable to the class and the vertex members our developed dashboard was directed at,0,1,0,1,0,psu
55,2787,over the past weekend i attended a penn state football game with some friends including two highschool friends who came to visit from other parts of the country i organized the group purchased tickets and hosted the visitors from the weekend planning and organizing a group of six over an entire weekend ahead of time really helped develop my management skills,1,0,0,0,0,psu
56,2787,in creating this post i initially struggled to think of experiences to add to my living resume but through brainstorming and intense focus i was able to come up with events and create a fantastic living resume through live it,1,0,1,0,0,psu
57,2787,for my eagle scout project with the boy scouts of america i lead the members of bsa troop  and several volunteers in planting twentythree trees in four different parks throughout the lansdale north wales and montgomeryville area  additionally the group and i worked to heavily refurbish eight picnic tables in the whites road park in lansdale working closely with lansdales parks and recreations department the project developed my leadership and project management skills on top of that my work earned me the ranking of eagle scout in the bsa and i was issued a proclamation of accomplishment from the mayor of lansdale for my volunteer work,0,0,1,1,0,psu
58,2790,in  while in penn state army rotc at the abington branch campus i worked with the rest of the rotc cadets to operate and partially manage a red cross blood drive the experience and environment was new to me so i had to adapt quickly because an accident could have occurred at any time,0,1,1,1,0,psu
59,2568,my role as a growth operations developer for uber has allowed me to develop and cultivate unique problem solving skills by coming up with creative marketing content and ideas to promote uber in state college this was a great opportunity for me to collaborate with others become more familiar with social media marketing techniques share and execute creative ideas on how to expand uber operations and communicating to people about the brand to folks in state college,1,1,0,1,0,psu
60,2790,one night i was hungry but didnt want to eat junk food with some quick thinking i called up some friends and asked if they wanted to get some pancakes from ihop afterall who doesnt like breakfast for dinner with some communication and a collaborative effort i took my car and picked up my friends and then headed over to ihop for some good eats the risky part was that i forgot exactly where the ihop was located so i drove around a little bit until i saw the blue roof and white letters rise above the horizon at that moment i knew the reality of eating pancakes would soon conjure and my appetite would be satisfied,1,1,0,1,0,psu
61,2568,this was my first eboard experience and i was fortunate enough to have this opportunity given to me my first semester at penn state though i was much younger than my peers in the organization i was passionate and excited to share ideas with other cultural org members at penn state while i worked on marketing events and promoting events for apac i realized how similar our mission to promote ethnic diversity on campus was it helped me grow out of my shyshell and became more comfortable in talking and presenting to people about race relations together we shared different ideas in how to promote ethnic and racial knowledge throughout campus this experience helped cultivate my passion for racial cooperation teamwork and community engagement,1,0,1,1,0,psu
62,2787,as the lead intern at surge i had the privilege and responsibility of building my own team of interns throughout the early weeks of the fall  semester i interviewed many penn state ist students and choose the five i would lead throughout my internship the experience gave me insight into how interviewers think and gave me valuable knowledge about how i should conduct myself when im being interviewed additionally i learned new communication skills and how to judge someones personality and potential through an interview,0,0,1,0,0,psu
63,2787,during my internship at surge i was able to lead weekly intern meetings and gained a plethora of experience through doing so i have lead discussions in the past through classes or otherwise but fully leading a weekly discussion about many different projects and tasks,0,0,1,1,0,psu
64,2788,in high school i used to volunteer in my community in different ways my plan was continue to volunteer in college however during my freshman year of college i wasnt pleased with the volunteering clubs that were available to me i wanted to volunteer so that i  can give back to the community and to assist people with their technology issues because i know how frustrating it can be to struggle with your electronics i spent that summer brainstorming with family members friends and professors trying to figure out a way to combine technology and volunteering as a  result i founded an ist committee called ist volunteers which focuses on students working in the  community members about technology i had to come up with a constitution logo slogan get permission and get people involved all on my own i was nervous and was worried about  making mistakes  however it was the most independent leadership activity and the most rewarding thing i have ever done ,0,0,0,1,0,psu
65,2559,for the past two years my little brother sam  has been loving playing little league it has been a great experience for him as well as me since i had been helping coach his team it has been amazing experiencing all the joys of being with a baseball team and i have learned countless lessons from the  and  year olds i have been working with after working with the same team for two years one of the most rewarding things has been seeing the improvement of the players on the team seeing the hard work that they put in practicing as well as the time i spent working with them translate to the field showed me how hard work always pays off the kids also showed me to never give up with endless comebacks and that teamwork makes the dream work the experiences i had with this team will stick with me forever,0,0,0,0,0,psu
66,2557,this is a test,0,0,0,1,0,psu
67,2568,on october   net impact and women in business held a volunteering event at abba java coffee house together we made treats for park forest nursery school and hearts for homeless this was a memorable experience as i had a chance to work with people who also valued sustainability and community engagement i also had a chance to meet with state college locals and i learned more about food shelters around the area,1,0,1,0,0,psu
68,2557,lorem ipsum etc etc,0,0,0,0,0,psu
69,2756,i have been working at surge business development since the end of september  at this internship i work with clients with real businesses helping them build update and sometimes even maintain them i also help them with search engine optimization which is just a big word that means reaching the first page of google search while working here i have updated quite a few websites for clients as they gave me insight on what they want their website to look like my innovation skills as well as my teamwork and leaderships skills have been greatly enhanced because for some of my clients i am the leader of the project and i have to make sure that everything is running smoothly in a timely manner i also have to reach out for help and thats where the teamwork comes in there have been several times when i had to reach out to my coworkers and try to get some help from them i feel confident about being a real world leader now that im here at surge business development,1,0,0,1,0,psu
70,2568,during the spring of my freshman year i had a great opportunity to learn about malaysian culture which was a brand new experience for me at this time i tasted different foods including a flakey honeysweet pastry called baklava a vegetable salad with egg and a peanut dressing called gadogado and stirfried rice called nasi goreng i saw many cultural dance performances and skits that were put together by the malaysian cultural club,1,0,1,0,0,psu
71,2568,this event served as a history lesson for me my experience has opened up my mind to developing interests in how conflict can resolved by bringing people together i learned and saw how people indians and pakistani who once shared a nation together were divided by the british and can come together without any clashes i learned how to important it is to put things into perspective into my work life relationships,1,1,1,0,0,psu
72,2568,in this dynamic debate about the conflict in palestine and israel i witnessed how conflict resolution and negotiation plays a crucial role in cultivating safer and peaceful communities the debate between students from students for justice in palestine and lions for israel shows what happens when people come together not to win an argument but rather to understand the other side i experienced the importance and value of listening and collaboration with people who have different views and to work together with people who have different backgrounds i learned that it is important to listen contribute and come together in order to reach a mutual understanding and for the betterment of society,0,1,0,0,0,psu
73,2790,after interning at surge in the fall  semester i was given the position of lead intern for the spring  semester this meant i was then in charge of seven other interns and was the direct point of contact with our boss typical intern duties included meeting and working with clients building websites in a teambased environment and leading weekly intern meeting to discuss project updates,0,1,0,1,0,psu
74,2826,asdf,0,0,0,0,0,psu
75,2813,at surge i got the opportunity to work with many clients and work to get the right image that they wanted  working solely for experience i got to work with many different people and create logos for their businesses to their liking  also i worked with many ist majors to make sure the websites developed for such businesses looked proper and the design and layout worked for the website  through this internship i developed more skills in photoshop and illustrator while designing logos  also i developed many other skills such as teamwork leadership and taking initiative to get the work done on time  this matters and helps my career because it taught me how to work with clients and adapt to their needs because as the saying goes the client is always right,1,0,1,1,0,psu
76,2845,theres nothing quite like the rush of having the last few weeks of work rush off into the sky members of the lion tech rocket labs including myself traveled to price maryland to launch our  foot subscale rocket to a target altitude of  ft  this launch was a systems test for our full size rocket for nasas university student launch initiative the systems inside the rocket included active stabilization fins for accurate ascension and terrainhazardous obstacle detection for a safe descent   in april we plan to travel to huntsville alabama for four days to compete with other top universities by launching our full scale  rocket to a target altitude of  ft,0,1,0,1,0,psu
77,2813,i sat in on an interesting conversation held at penn state to discuss sex crimes in todays society  the conversation opened my eyes to many things  it was very informative and really put into perspective the issue of gender and how people perceive it in this experience i built skills in that i learned a lot of new knowledge on gender and sex crimes in society it was a very enlightening talk ,1,1,0,0,0,psu
78,2813,in the  fall semester i played on an im softball team with friends and roommates  this experience helped my skills of teamwork communication and organization because i worked with others and helped organize the team and made sure we had enough players to play  a lot of communication needs to be done on the softball field to make sure everything runs smoothly and the team works as one  also i had to allot time around class and work to make it to the games and help out,0,0,1,1,0,psu
79,2918,for our groups first team activity we went to go see the martian in the theater on campus personally i had really wanted to see this movie when it first came out and i thought it was a great movie obviously being stranded on another planet with limited food and water supplies is a pretty bad situation the astronaut mark watney begins by finding a way to take care of himself which was most important for him to survive he then finds a way to communicate with nasa to begin working on a way to get him rescued he works with the team on earth to find ways to communicate and come up with ways to survive and to get off of the planet they use their combined knowledge to perform a maneuver using the gravity of earth to slingshot hermes around earth to get to mars and then pick him up within an incredibly small window of opportunity if i was in this situation i feel like i would have tried my best to survive but i would not have been able to get off of mars ,0,1,0,0,0,psu
80,2987,watched the martian at the hub at penn state,1,1,0,1,0,psu
81,2970,we did meet at green bowl resturant on friday night jan   we started discussing the menu and what will everyone order and why at this point i stared listening to every person and memorize each statement regarding his order then we went to create our green bowl after we got our food and we started eating everyone started to give feedback about the food and what they did or did not like i started to ask more and more questions to the person who i will create the next bowl for him i analyzed his feedback and went to create an order for him he did like it and got his feedback for what could be improved for the future orders the skills were i did gain are  creativity and customer service since i have to create a perfect meal for him and i have to listen for his preferences in order to satisfy him for order that i will make for him,1,0,0,0,1,psu
82,2899,my team from  watched the martian together at the hub movie night  i had seen the movie before but i thoroughly enjoyed it so i was happy to see it again  i think the movie appeals directly to engineers because it focuses on the challenges faced by mark whatney and how he solves them  the innovative solutions he comes up with i think will inspire engineers  our team discussed how wed respond to such a situation and we concluded that since were engineers and not botanists we would approach the situation differently  looking from a mechanical engineering standpoint i would focus on how to get home and probably less focused on food supply,1,1,0,0,0,psu
83,2904,the three of us went to the hub friday night at  to watch the martian  the movie experience was relevant to our course assignment because nearly the entire movie consisted of jpl and nasa working together as a team and recognizing everyones strengths and weaknesses  the skills of creativity and curiosity will definitely aid in the design of this project because we need to think outside the box to design a model that helps explain a topic in a completely new way  selfawareness will also be critical during this team project because you will know your limitations and whom to speak with on their strengths,1,0,0,0,0,psu
84,2849,my team went to the hub and watched the martian the movie shows not only the teamwork between different departments in nasa but also the collaboration between different countries in addition emotion support is also important after receiving encouragement from the crew the astronaut was motivated and tried his best to survive when he was hopeless he wouldnt be able to come back to the earth safely without all the help  we discussed how the main character used his skills and intelligence to survive on mars we also shared our own ways of survival if we were in the same situation  ,1,1,0,0,0,psu
